OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur;hauteur;Volume_1;hauteur_2;longueur_2;largeur_2;Volume_2;hauteur_3;longueur_3;largeur_3;Volume_3;hauteur_4;longueur_4;largeur_4;Volume 4;hauteur_5;longueur_5;largeur_5;Volume_5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
179;1;178;179;;;DCIM/rivrimouski_20240827100712.jpg;2024/08/27 10:07:04.227;"{""Bc""}";5;M;2;60;30;10;"{""RG""}";{964c8457-a92a-4fd7-9e53-ad329cf3f82d};Non;104.945;104,945;1510;347,5;200;104945000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;320;370;340;360;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
180;1;179;180;;;DCIM/rivrimouski_20240827101357.jpg;2024/08/27 10:13:38.456;"{""Bc""}";10;M;1;70;20;10;"{""RG""}";{69a78d4c-73da-4980-8121-c86a8373cadd};Non;164.34;164,34;3380;280;130;123032000;80;1770;92,5;13098000;80;2170;162,5;28210000;;;;0;;;;0;MC LL;3;Discontinu;;;;;170;380;170;230;450;;90;60;100;120;;;220;180;100;150;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
181;1;180;181;;;DCIM/rivrimouski_20240827103322.jpg;2024/08/27 10:21:59.818;"{""Bc""}";10;M;2;70;20;10;"{""RG""}";{80ae2318-234f-4cab-84c7-aeca3d07e3b0};Non;436.3548;436,3548;2570;440;150;169620000;120;3630;458;199504800;80;2350;247,5;46530000;100;1200;172,5;20700000;;;;0;MC LL;4;Discontinu;;;;;210;500;540;510;;;270;300;420;600;700;;300;170;270;250;;;100;280;100;210;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
182;1;181;182;;;DCIM/rivrimouski_20240827104207.jpg;2024/08/27 10:41:12.854;"{""Bc""}";15;M;3;60;30;10;"{""RG""}";{bd61956e-5d06-4d8b-89e1-efe2156e157b};Non;219.7125;219,7125;1550;945;150;219712500;;;;0;;;;0;;;;0;;;;0;MC LL;;;;;;;1380;1000;500;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
183;1;182;183;;;DCIM/rivrimouski_20240827104733.jpg;2024/08/27 10:44:39.991;"{""Bc""}";10;D;2;60;35;5;"{""RG""}";{53436ed9-8270-4d52-b6ae-d2b24dda70d8};Non;118.239;118,239;2580;180;120;55728000;80;1020;205;16728000;150;1490;127,5;28496250;130;1970;67,5;17286750;;;;0;MC LL;4;Discontinu;;;;;310;280;30;100;;;90;140;260;330;;;260;20;70;160;;;50;40;70;110;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
184;1;183;184;;;DCIM/rivrimouski_20240827105640.jpg;2024/08/27 10:56:27.615;"{""Ch""}";5;M;1;50;40;10;"{""RG""}";{e25dd897-f21e-4459-b564-1ec8092c458c};Non;101.885;101,885;2050;355;140;101885000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;360;320;390;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
185;1;184;185;;;DCIM/rivrimouski_20240827110956.jpg;2024/08/27 11:09:54.716;"{""Ch""}";5;D;1;80;10;10;"{""RG""}";{4bac2ba3-c810-424b-a5b5-bf83c62304e9};Non;2.576;2,576;420;76,66666667;80;2576000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;50;60;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
186;1;185;186;;;DCIM/rivrimouski_20240827111321.jpg;2024/08/27 11:11:49.287;"{""Bc""}";5;M;1;80;10;10;"{""RG""}";{419e6b6a-57e0-402c-9e77-1b1dd6fd58f9};Non;6.6605;6,6605;1730;35;110;6660500;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;10;20;40;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;8806;cp;2016;5;6500
187;1;186;187;;;DCIM/rivrimouski_20240827111744.jpg;2024/08/27 11:17:29.464;"{""Ch""}";5;M;1;60;30;10;"{""RG""}";{dd42dd44-fde2-4c16-a8da-a425252e1457};Non;16.28;16,28;880;123,3333333;150;16280000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;150;120;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
188;1;187;188;;;DCIM/rivrimouski_20240827112136.jpg;2024/08/27 11:20:25.593;"{""Bc""}";10;M;2;60;30;10;"{""RG""}";{8f35799a-daf2-4f38-855f-6a95ca63b503};Non;124;124;1600;387,5;200;124000000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;150;500;700;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;;;;8806;cp;2016;5;7000
189;1;188;189;;;DCIM/rivrimouski_20240827112842.jpg;2024/08/27 11:27:29.331;"{""Ch""}";5;M;2;60;30;10;"{""RG""}";{eb7ce382-57c4-48e3-823a-b4e17dae96c6};Non;6.916;6,916;380;140;130;6916000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;120;200;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
190;1;189;190;;;DCIM/rivrimouski_20240827124434.jpg;2024/08/27 12:42:05.791;"{""Ch""}";5;D;2;70;25;5;"{""RG""}";{6d9da873-256f-4905-8dc3-394d5580f0bf};Non;8.82;8,82;540;163,3333333;100;8820000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;230;160;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
191;1;190;191;;;DCIM/rivrimouski_20240827125015.jpg;2024/08/27 12:45:19.726;"{""Ch""}";20;M;2;70;25;5;"{""RG""}";{dfe9ddf4-834e-4eea-8ff9-dafd326ddade};Non;86.185;86,185;1020;302,5;220;67881000;130;880;160;18304000;;;;0;;;;0;;;;0;MC LL;2;L;;;;;250;260;320;380;;;150;220;110;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
192;1;191;192;;;DCIM/rivrimouski_20240827130216.jpg;2024/08/27 13:01:01.516;"{""Pl""}";10;D;2;70;30;;"{""RG""}";{d1d41aaa-386e-4583-8da9-5c9f8567a3de};Non;94.302;94,302;1170;310;260;94302000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;510;380;240;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;;;;8806;cp;2016;5;7500
193;1;192;193;;;DCIM/rivrimouski_20240827130440.jpg;2024/08/27 13:03:13.044;"{""Pl""}";5;D;2;70;30;;"{""RG""}";{3fd07974-7d7b-468d-81ab-90cc660407c3};Non;28.182;28,182;660;203,3333333;210;28182000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;180;210;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
194;1;193;194;;;DCIM/rivrimouski_20240827130802.jpg;2024/08/27 13:06:33.645;"{""Ch""}";5;M;2;80;15;5;"{""RG""}";{3133a730-c9c0-4582-afc9-2b1a8ff6ab11};Non;72.1715;72,1715;1420;267,5;190;72171500;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;300;210;340;220;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
195;1;194;195;;;DCIM/rivrimouski_20240827131506.jpg;2024/08/27 13:12:44.859;"{""Pl""}";10;M;2;60;20;20;"{""RG""}";{2c78b3ea-5093-4cbe-956a-d12db11ac423};Non;73.593;73,593;1170;370;170;73593000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;80;500;700;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
196;1;195;196;;;DCIM/rivrimouski_20240827131624.jpg;2024/08/27 13:16:17.011;"{""Pl""}";5;M;1;70;10;20;"{""RG""}";{b8660f23-9932-4c68-93cd-b37cd2e94e81};Non;378.0096;378,0096;4280;368;240;378009600;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;200;370;350;480;440;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
197;1;196;197;;;;2024/08/27 13:33:13.041;"{""Ch""}";5;M;1;70;20;10;"{""RG""}";{e6e2045c-c2ce-4f39-9835-343913007411};Non;88.704;88,704;1320;320;210;88704000;;;;0;;;;0;;;;0;;;;0;MC LL;;;;;;;400;200;300;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;;;;8806;cp;2016;5;8000
198;1;197;198;;;DCIM/rivrimouski_20240827133659.jpg;2024/08/27 13:36:06.724;"{""Ch""}";5;M;1;70;20;10;"{""RG""}";{f160f85e-44ca-4f7b-8b33-79073c1c18b9};Non;88.704;88,704;1320;320;210;88704000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;450;100;350;380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
199;1;198;199;;;DCIM/rivrimouski_20240827134036.jpg;2024/08/27 13:39:08.268;"{""Ch""}";5;M;1;60;30;10;"{""RG""}";{fbd5c40b-d37e-4733-a78c-3602fd339771};Non;131.76;131,76;1600;305;270;131760000;;;;0;;;;0;;;;0;;;;0;MC LL;1;;;;;;400;300;270;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
200;1;199;200;;;DCIM/rivrimouski_20240827134050.jpg;2024/08/27 13:40:48.371;"{""Ch""}";5;M;2;50;30;20;"{""RG""}";{d4c9b0dc-eeb3-4bef-a056-0a4b8d1355aa};Non;12.716;12,716;440;170;170;12716000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Discontinu;;;;;250;170;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;;;;8806;cp;2016;5;8500
201;1;200;201;;;DCIM/rivrimouski_20240827135720.jpg;2024/08/27 13:55:04.371;"{""Ch""}";10;M;3;70;25;5;"{""RG""}";{d112fb81-b09d-4a0d-97a4-e63996a4dbca};Non;64.7925;64,7925;1630;265;150;64792500;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;250;160;380;270;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
202;1;201;202;;;DCIM/rivrimouski_20240827140613.jpg;2024/08/27 14:04:02.534;"{""Bc""}";50;D;3;80;10;10;"{""RG""}";{976a46cd-6b93-4202-9899-c8f5326755a2};Non;1680;1680;3000;1400;400;1680000000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;1200;1700;1700;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
203;1;202;203;;;DCIM/rivrimouski_20240827141211.jpg;2024/08/27 14:09:29.233;"{""Bc""}";30;D;2;70;20;10;"{""RG""}";{1a3248cb-b5ce-43a0-9ac3-2243ff71efd7};Non;6107.22;6107,22;5180;2620;450;6107220000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;3120;2500;2800;1800;2600;2900;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
204;1;203;204;;;DCIM/rivrimouski_20240827143159.jpg;2024/08/27 14:16:55.833;"{""Bc""}";50;D;3;70;25;5;"{""RG""}";{60a2d59a-4fad-4765-b2b4-524e9ec2e38c};Non;4768.75;4768,75;7500;1816,666667;350;4768750000;;;;0;;;;0;;;;0;;;;0;MC LL;;;;;;;2580;2020;1500;1800;1600;1400;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
205;1;204;205;;;DCIM/rivrimouski_20240827142950.jpg;2024/08/27 14:24:44.288;"{""Bc""}";10;M;2;70;20;10;"{""RG""}";{489d6e16-0640-4a61-88c4-7d39a5c29191};Non;34.6775;34,6775;1270;135;150;25717500;100;840;106,6666667;8960000;;;;0;;;;0;;;;0;MC LL;2;L;;;;;40;100;80;320;;;60;130;130;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;8806;cp;2016;5;9500
206;1;205;206;;;DCIM/rivrimouski_20240827150751.jpg;2024/08/27 15:02:55.397;"{""Ch""}";40;D;3;60;30;10;"{""RD""}";{acc1b9e1-f85e-47d9-8b68-69244050d433};Non;5925.2;5925,2;8000;2268,333333;300;5444000000;90;8000;668,3333333;481200000;;;;0;;;;0;;;;0;MC LL;2;Discontinu;;;;;2350;2760;2000;2500;1800;2200;1000;510;600;450;650;800;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
207;1;206;207;;;DCIM/rivrimouski_20240827151115.jpg;2024/08/27 15:09:00.202;"{""Ch""}";5;D;1;80;15;5;"{""RD""}";{a35ee56f-981e-46ae-a64c-4e7e5d50cfa5};Non;28.86;28,86;1300;117,5;120;18330000;130;810;100;10530000;;;;0;;;;0;;;;0;MC LL;2;T;;;;;70;90;160;150;;;90;110;100;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
208;1;207;208;;;DCIM/rivrimouski_20240827151810.jpg;2024/08/27 15:13:42.926;"{""Ch""}";10;M;1;70;25;5;"{""RD""}";{005159b5-76a6-42b2-8004-9836ef539c0a};Non;1228.13;1228,13;3820;1286;250;1228130000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;1730;1450;860;1100;1290;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
209;1;208;209;;;DCIM/rivrimouski_20240827152107.jpg;2024/08/27 15:19:09.172;"{""Ch""}";5;M;1;90;10;;"{""RD""}";{e6ce78bd-ee5b-4de0-82b7-40cbef3fea14};Non;304.5;304,5;1160;375;700;304500000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;350;410;420;320;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
210;1;209;210;;;DCIM/rivrimouski_20240827153850.jpg;2024/08/27 15:22:07.541;"{""Ch""}";40;D;2;70;20;10;"{""RD""}";{1ae5d02b-f8cf-437f-8017-a22ffff3238d};Non;2028.954;2028,954;3170;1512;300;1437912000;110;1420;450;70290000;150;3040;1142;520752000;;;;0;;;;0;MC LL;3;Discontinu;;;;;1860;1750;1450;1300;1200;;470;510;520;300;;;1510;1300;1200;1000;700;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
211;1;210;211;;;DCIM/rivrimouski_20240827154159.jpg;2024/08/27 15:39:53.424;"{""Ch""}";40;M;3;70;20;10;"{""RD""}";{f2541577-bf81-4d46-abfd-dffd2834cd50};Non;1616.22;1616,22;2920;1845;300;1616220000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;1680;1800;2000;1900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;8806;cp;2016;5;10500
212;1;211;212;;;DCIM/rivrimouski_20240827160120.jpg;2024/08/27 15:58:51.458;"{""Ch""}";20;M;2;70;25;5;"{""RG""}";{bb562cae-b25e-42f2-9e9f-4b2c0c17b92c};Non;817.8;817,8;3480;940;250;817800000;;;;0;;;;0;;;;0;;;;0;MC LL;;;;;;;600;1200;800;1000;1100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
213;1;212;213;;;DCIM/rivrimouski_20240827160255.jpg;2024/08/27 16:01:33.975;"{""Ch""}";10;D;2;80;15;5;"{""RG""}";{4c761b05-f92c-4bb4-ac38-800ccdeee4be};Non;348.66;348,66;4470;520;150;348660000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;600;150;500;650;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
214;1;213;214;;;DCIM/rivrimouski_20240827160446.jpg;2024/08/27 16:03:16.380;"{""Ch""}";10;D;1;90;;10;"{""RG""}";{82cf6236-ee6b-4686-b6c4-1ef7f70c66ce};Non;265.143333333333;265,1433333;680;863,3333333;200;117413333,3;400;1870;197,5;147730000;;;;0;;;;0;;;;0;MC LL;2;Discontinu;;;;;840;950;800;;;;100;90;200;400;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
215;1;214;215;;;DCIM/rivrimouski_20240827160745.jpg;2024/08/27 16:07:44.344;"{""Ch""}";5;D;1;90;5;5;"{""RG""}";{acd6b0ab-9df2-4bd3-bd52-3d6949cd594a};Non;75.815;75,815;2570;295;100;75815000;;;;0;;;;0;;;;0;;;;0;MC LL;1;Simple;;;;;400;300;290;190;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
216;1;215;216;;;DCIM/rivrimouski_20240827161040.jpg;2024/08/27 16:10:36.985;"{""Ch""}";10;M;1;70;25;5;"{""RG""}";{4c8e495f-57dd-4eab-870c-800dda930872};Non;60.2205;60,2205;2040;237,5;90;43605000;60;2090;132,5;16615500;;;;0;;;;0;;;;0;MC LL;2;L;;;;;300;90;210;350;;;230;160;90;50;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
217;1;216;217;;;DCIM/rivrimouski_20240827161550.jpg;2024/08/27 16:15:09.339;"{""Ch""}";5;M;1;80;15;5;"{""RG""}";{08811b87-8210-4597-8937-34225db339fa};Non;288.56575;288,56575;1740;962,5;150;251212500;170;1870;117,5;37353250;;;;0;;;;0;;;;0;MC LL;2;Discontinu;;;;;1470;270;980;1130;;;30;60;140;240;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
218;1;217;218;;;DCIM/rivrimouski_20240827162314.jpg;2024/08/27 16:21:30.333;"{""Ch""}";5;M;1;80;15;5;"{""RG""}";{f3fc09c0-4048-4f91-af35-815bb8aa5498};Non;13.07475;13,07475;1350;82,5;50;5568750;90;1390;60;7506000;;;;0;;;;0;;;;0;MC LL;2;T;;;;;20;50;70;190;;;90;70;50;30;;;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
219;1;218;219;;;DCIM/rivrimouski_20240827163221.jpg;2024/08/27 16:28:38.584;"{""Ch""}";30;M;2;70;20;10;"{""RG""}";{9499c1d3-ec6f-44dc-a2e7-83b1d9a5ab34};Non;2175.4953;2175,4953;4310;2516;180;1951912800;150;5230;285;223582500;;;;0;;;;0;;;;0;MC LL;2;Discontinu;;;;;4030;3250;2610;1680;1010;;500;380;150;200;180;300;;;;;;;;;;;;;;;;;;;;;;22;;;;8806;cp;2016;5;11500
220;1;219;220;;;DCIM/rivrimouski_20240828100959.jpg;2024/08/28 10:08:40.134;"{""Ch""}";5;M;2;60;30;10;"{""RG""}";{a91a5248-a613-4063-badd-b3e500f4ebd9};Non;17.325;17,325;1650;87,5;120;17325000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;20;170;150;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
221;1;220;221;;;DCIM/rivrimouski_20240828101135.jpg;2024/08/28 10:10:20.202;"{""Ch""}";5;M;2;50;30;20;"{""RG""}";{6cda731c-69b0-422a-ab74-2a1e5cf17957};Non;24.375;24,375;1300;125;150;24375000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;170;20;230;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
222;1;221;222;;;DCIM/rivrimouski_20240828101649.jpg;2024/08/28 10:15:30.206;"{""Ch""}";5;M;2;40;50;10;"{""RG""}";{307e266e-5370-41d3-8f9b-c5ba48707d71};Non;53.3925;53,3925;1350;282,5;140;53392500;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;440;350;90;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
223;1;222;223;;;DCIM/rivrimouski_20240828102125.jpg;2024/08/28 10:20:03.220;"{""Ch""}";10;M;2;60;30;10;"{""RG""}";{bc6f4300-d714-43b9-8244-fdd15ed4c2fd};Non;19.2533333333333;19,25333333;950;126,6666667;160;19253333,33;;;;0;;;;0;;;;0;;;;0;SL LL;;;;;;;170;190;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;;;;8806;cp;2016;5;12000
224;1;223;224;;;DCIM/rivrimouski_20240828102659.jpg;2024/08/28 10:23:47.334;"{""Ch""}";10;M;3;60;30;10;"{""RG""}";{01175aa3-9475-4bbf-b2c3-63bd44de964c};Non;145.314;145,314;2160;292,5;230;145314000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;30;330;400;410;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
225;1;224;225;;;DCIM/rivrimouski_20240828103003.jpg;2024/08/28 10:28:08.799;"{""Ch""}";10;M;3;60;30;10;"{""RG""}";{400bd176-ce92-417e-b40f-017f9634d6cb};Non;24.32;24,32;1280;100;190;24320000;;;;0;;;;0;;;;0;;;;0;SL LL;;;;;;;40;100;140;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;;;;8806;cp;2016;5;12500
226;1;225;226;;;DCIM/rivrimouski_20240828104032.jpg;2024/08/28 10:37:33.797;"{""Bc""}";5;M;1;80;10;10;"{""RG""}";{1aeccab7-3f3e-42b7-b63a-62fac9b4fc3d};Non;12.975;12,975;1880;97,5;50;9165000;60;1270;50;3810000;;;;0;;;;0;;;;0;SL LL;2;L;;;;;130;20;180;60;;;70;20;20;90;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
227;1;226;227;;;DCIM/rivrimouski_20240828104334.jpg;2024/08/28 10:41:29.310;"{""Bc""}";5;M;2;60;30;10;"{""RG""}";{cf719107-f5cf-4e23-8909-ea596588049d};Non;178.5;178,5;1680;212,5;110;39270000;170;1800;455;139230000;;;;0;;;;0;;;;0;SL LL;2;L;;;;;50;220;160;420;;;490;390;320;620;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
228;1;227;228;;;DCIM/rivrimouski_20240828105146.jpg;2024/08/28 10:50:48.780;"{""Ch""}";5;M;2;70;20;10;"{""RG""}";{b9df61fe-6490-479d-877f-c9ef45999ae1};Non;13.7133333333333;13,71333333;550;146,6666667;170;13713333,33;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;220;110;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;8806;cp;2016;5;13000
229;1;228;229;;;DCIM/rivrimouski_20240828105748.jpg;2024/08/28 10:56:20.168;"{""Bc""}";15;M;2;60;20;20;"{""RG""}";{c3ff0cae-49ba-461c-8fae-f5c621555e9a};Non;71.9112;71,9112;3610;166;120;71911200;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;70;70;160;380;150;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
230;1;229;230;;;DCIM/rivrimouski_20240828110716.jpg;2024/08/28 11:06:15.744;"{""Bc""}";15;D;2;70;20;10;"{""RG""}";{cbc83371-9c07-4a69-9663-bde6107f46df};Non;25.929;25,929;3350;86;90;25929000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;30;80;110;70;140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
231;1;230;231;;;DCIM/rivrimouski_20240828111435.jpg;2024/08/28 11:10:14.426;"{""Bc""}";15;D;2;60;30;10;"{""RG""}";{bcf9f668-0a61-4ce3-b074-a4cfc327f4c6};Non;533.528;533,528;2950;80;90;21240000;120;1810;327,5;71133000;120;5500;332,6666667;219560000;90;2750;325;80437500;110;2900;442,5;141157500;SL LL;5;Discontinu;;;;;80;80;100;60;;;340;450;320;200;;;160;440;200;266;520;410;50;400;480;370;;;100;470;40;1160;;;;;;26;;;;8806;cp;2016;5;13500
232;1;231;232;;;DCIM/rivrimouski_20240828113609.jpg;2024/08/28 11:33:47.349;"{""Bc""}";5;M;2;80;15;5;"{""RG""}";{56fb01b1-a03f-4f73-a201-eafc9a5e60cb};Non;69.4575;69,4575;2450;405;70;69457500;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;70;1270;170;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26;;;;8806;cp;2016;5;13500
233;1;232;233;;;DCIM/rivrimouski_20240828114027.jpg;2024/08/28 11:38:25.873;"{""Bc""}";10;D;1;80;15;5;"{""RG""}";{f1beea67-e7c0-401e-b1bc-c559d57b5347};Non;20.03;20,03;2550;45;100;11475000;40;2950;72,5;8555000;;;;0;;;;0;;;;0;SL LL;2;T;;;;;10;30;40;100;;;40;60;90;100;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
234;1;233;234;;;DCIM/rivrimouski_20240828114347.jpg;2024/08/28 11:42:30.829;"{""Bc""}";15;D;2;60;30;10;"{""RG""}";{b10957df-5344-4c5f-9c47-237b8d40eab8};Non;68.0625;68,0625;2750;247,5;100;68062500;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;40;180;290;480;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
235;1;234;235;;;DCIM/rivrimouski_20240828114744.jpg;2024/08/28 11:46:47.653;"{""Bc""}";5;D;1;80;15;5;"{""RG""}";{2985ea3a-4ac5-4133-bb4c-9ac46bdb0e6b};Non;10.368;10,368;2160;80;60;10368000;;;;0;;;;0;;;;0;;;;0;SL LL;;;;;;;60;170;80;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
236;1;235;236;;;DCIM/rivrimouski_20240828124238.jpg;2024/08/28 12:41:59.856;"{""Bc""}";10;M;2;60;30;10;"{""RG""}";{bcdd5345-a829-4410-a4fa-f64ee04c141b};Non;303.16;303,16;2200;1060;130;303160000;;;;0;;;;0;;;;0;;;;0;SL LL;1;Simple;;;;;1180;710;960;250;2200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
237;1;236;237;;;DCIM/rivrimouski_20240828125244.jpg;2024/08/28 12:51:10.055;"{""Bc""}";20;M;2;60;30;10;"{""RG""}";{9cb2b20d-f8c0-4c27-af7d-356789a4dcc0};Non;64.253;64,253;2980;132,5;100;39485000;80;1440;215;24768000;;;;0;;;;0;;;;0;SL LL;2;T;;;;;80;200;120;130;;;260;240;220;140;;;;;;;;;;;;;;;;;;;;;;;;27;;;;8806;cp;2016;5;14000
