OBJECTID;Join_Count;TARGET_FID;fid_1;fid_12;ID_ebm;photo;date_suivi;position;obstruct_c;prov_bm;densite;comp_tronc;comp_branc;comp_racin;secteur;uuid;Complexe;Volume;Volume_Formule;longueur;largeur boîte 1;hauteur;Volume 1;longueur_2;hauteur_2;largeur boite 2;Volume 2;hauteur_3;longueur_3;largeur boite 3;Volume 3;hauteur_4;longueur_4;largeur boite 4;Volume 4;hauteur_5;longueur_5;largeur boite 5;Volume 5;Equipe;Nb_boites;Typologie;Commentair;Commenta_1;Commenta_2;Commenta_3;largeur_A;largeur_B;largeur_C;largeur_D;largeur_E;largeur_F;largeur_2_;largeur__1;largeur__2;largeur__3;largeur__4;largeur__5;largeur_3_;largeur__6;largeur__7;largeur__8;largeur__9;largeur_10;largeur_4_;largeur_11;largeur_12;largeur_13;largeur_14;largeur_15;largeur_5_;largeur_16;largeur_17;largeur_18;largeur_19;largeur_20;layer;path;Id;Input_FID;Id_1;ORIG_FID;Id_12;lenght;type;annee;troncon;Distance
479;1;478;344;;;DCIM/rivrimouski_20250728103938.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;P;2;60;30;10;"{""RD""}";{ebf8b6c9-9a90-45cb-a49d-f55518c8c3cb};Non;31.787;31,79;2390;190,00;70;31787000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;130;290;240;100;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;48;;;;8806;cp;2016;5;24500
480;1;479;345;;;DCIM/rivrimouski_20250728104920.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;2;50;30;20;"{""RD""}";{26bf73d7-2ef0-4160-afa5-92347bf87f29};Non;28.609;28,61;2440;167,50;70;28609000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;60;340;70;200;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;48;;;;8806;cp;2016;5;24500
481;1;480;346;;;DCIM/rivrimouski_20250728105316.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;D;1;50;50;;"{""RD""}";{8bd00921-582f-484d-abb5-5e5f6c4446f1};Non;1.85;1,85;750;123,33;20;1850000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;140;150;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;48;;;;8806;cp;2016;5;24500
482;1;481;347;;;DCIM/rivrimouski_20250728105509.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;D;1;60;30;10;"{""RD""}";{87ba54d3-761d-4595-92e3-f012707f2a9c};Non;3.4;3,40;680;83,33;60;3400000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;140;90;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;48;;;;8806;cp;2016;5;24500
483;1;482;348;;;DCIM/rivrimouski_20250728105645.jpg;2025/07/28 13:17:09.578;"{""Ch""}";10;M;2;50;35;15;"{""RD""}";{84c53d5b-0c78-4dc1-b03c-2fb99eadec2d};Non;98.3488;98,35;3520;254,00;110;98348800;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;110;260;370;430;100;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;49;;;;8806;cp;2016;5;25000
484;1;483;349;;;DCIM/rivrimouski_20250728110947.jpg;2025/07/28 13:17:09.578;"{""Bc""}";3;D;1;30;70;;"{""RD""}";{76557aed-0a33-4c3c-8eef-1861e53d6651};Non;7.04;7,04;800;146,67;60;7040000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;130;190;120;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;49;;;;8806;cp;2016;5;25000
485;1;484;350;;;DCIM/rivrimouski_20250728111214.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;D;1;10;90;;"{""RD""}";{974e7e61-5305-4e4f-823b-3c4208cafbee};Non;1.1395;1,14;1060;107,50;10;1139500;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;100;60;120;150;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;49;;;;8806;cp;2016;5;25000
486;1;485;351;;;DCIM/rivrimouski_20250728111450.jpg;2025/07/28 13:17:09.578;"{""Pl""}";3;D;2;50;20;30;"{""RD""}";{4e1e5160-b17a-46c3-b90e-b9ca80e7fc35};Non;6.426;6,43;1260;127,50;40;6426000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;270;110;120;10;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;49;;;;8806;cp;2016;5;25000
487;1;486;352;;;DCIM/rivrimouski_20250728112850.jpg;2025/07/28 13:17:09.578;"{""Ch""}";4;D;3;95;5;;"{""RD""}";{d87ca65d-cc72-48b7-beb7-55857aa1334a};Non;10.7946666666667;10,79;460;213,33;110;10794666,67;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;;;;;;260;270;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;51;;;;8806;cp;2016;5;26000
488;1;487;353;;;DCIM/rivrimouski_20250728113123.jpg;2025/07/28 13:17:09.578;"{""Ch""}";4;M;1;70;10;20;"{""RD""}";{81a7dcaf-3a68-4cb1-a9aa-443e6be47621};Non;13.2;13,20;2000;110,00;60;13200000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;40;140;160;100;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;51;;;;8806;cp;2016;5;26000
489;1;488;354;;;DCIM/rivrimouski_20250728114000.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;D;2;60;10;30;"{""RD""}";{cc871d6f-5fd0-4a2d-8c2a-a43d5d190749};Non;72.1875;72,19;2500;137,50;210;72187500;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;50;250;140;110;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;51;;;;8806;cp;2016;5;26000
490;1;489;355;;;DCIM/rivrimouski_20250728114342.jpg;2025/07/28 13:17:09.578;"{""Ch""}";10;D;2;70;10;20;"{""RD""}";{bc33df51-974f-4c07-8c21-250ad256e9fb};Non;63.3;63,30;1000;703,33;90;63300000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;1030;380;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;51;;;;8806;cp;2016;5;26000
491;1;490;356;;;DCIM/rivrimouski_20250728115133.jpg;2025/07/28 13:17:09.578;"{""Bc""}";7;D;2;50;35;15;"{""RD""}";{3efd8b98-5d58-4e5b-b00a-526ac326fa4b};Non;15.51825;15,52;1210;142,50;90;15518250;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;120;250;60;140;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;52;;;;8806;cp;2016;5;26500
492;1;491;357;;;DCIM/rivrimouski_20250728115523.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;D;2;70;30;;"{""RD""}";{2b15bdcd-a06d-49e5-bb50-b73c619c565a};Non;0.792;0,79;440;60,00;30;792000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;80;60;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;52;;;;8806;cp;2016;5;26500
493;1;492;358;;;DCIM/rivrimouski_20250728120926.jpg;2025/07/28 13:17:09.578;"{""Bc""}";8;D;2;70;10;20;"{""C""}";{0ddb97f8-aece-4287-8a5e-d1e64e06902a};Non;4.216;4,22;940;60,00;40;2256000;980;20;100,00;1960000,00;;;;0;;;;0;;;;0;Juju et Eug;2;T;;;;;100;40;40;;;;40;50;210;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
494;1;493;359;;;DCIM/rivrimouski_20250728121001.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;2;70;15;15;"{""C""}";{14d59f5f-c9cb-4f4c-a144-8db648569aa3};Non;9.124;9,12;1880;57,50;40;4324000;1920;40;62,50;4800000,00;;;;0;;;;0;;;;0;Juju et Eug;2;L;;;;;10;30;120;70;;;10;40;100;100;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
495;1;494;360;;;DCIM/rivrimouski_20250728121653.jpg;2025/07/28 13:17:09.578;"{""Bc""}";10;D;2;65;10;25;"{""C""}";{6f205a4f-2002-4209-b260-e14472a7e28f};Non;72.72;72,72;2400;252,50;120;72720000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;210;380;230;190;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
496;1;495;361;;;DCIM/rivrimouski_20250728122149.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;1;50;40;10;"{""C""}";{530bb628-7525-4118-8b83-a176efb3919d};Non;16.912;16,91;1510;160,00;70;16912000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;170;260;110;100;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
497;1;496;362;;;DCIM/rivrimouski_20250728132418.jpg;2025/07/28 13:17:09.578;"{""Bc""}";30;D;2;70;15;15;"{""C""}";{3b1f981e-6233-47f5-a39e-75f2aff168f5};Non;528.06825;528,07;2630;1125,00;160;473400000;2670;90;227,50;54668250,00;;;;0;;;;0;;;;0;Juju et Eug;2;L;;;;;1500;1000;1000;1000;;;270;300;100;240;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
498;1;497;363;;;DCIM/rivrimouski_20250728133104.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;2;85;10;5;"{""C""}";{faf75a99-ae08-43e1-9a85-fbaee2fa031a};Non;12.285;12,29;1300;157,50;60;12285000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;140;140;250;100;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
499;1;498;364;;;DCIM/rivrimouski_20250728133516.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;D;2;75;15;10;"{""C""}";{80f03023-05f3-40e4-85e3-10efdaa3d679};Non;9.453;9,45;1370;115,00;60;9453000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;180;130;110;40;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
500;1;499;365;;;DCIM/rivrimouski_20250728133740.jpg;2025/07/28 13:17:09.578;"{""Bc""}";1;D;1;65;30;5;"{""C""}";{c6b7a3d7-da3e-4431-9e66-ce64f044aeb7};Non;8.109;8,11;1060;127,50;60;8109000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;130;80;140;160;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
501;1;500;366;;;DCIM/rivrimouski_20250728134007.jpg;2025/07/28 13:17:09.578;"{""Bc""}";1;D;1;80;10;10;"{""C""}";{ccf96551-c9de-4f65-bfd9-fe5f785c77de};Non;1.7145;1,71;1270;45,00;30;1714500;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;50;40;30;60;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
502;1;501;367;;;DCIM/rivrimouski_20250728134356.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;D;2;80;15;5;"{""C""}";{0df88fcb-550c-4f56-8d27-867261234c12};Non;3.752;3,75;1340;70,00;40;3752000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;160;50;30;40;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
503;1;502;368;;;DCIM/rivrimouski_20250728134622.jpg;2025/07/28 13:17:09.578;"{""Bc""}";1;D;1;80;5;15;"{""C""}";{e9ca791c-d8f1-4b2e-9021-fe8a8fac9ffd};Non;9.07875;9,08;2690;112,50;30;9078750;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;40;50;300;60;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
504;1;503;369;;;DCIM/rivrimouski_20250728134958.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;D;2;50;25;25;"{""C""}";{b72a8b34-844e-404b-a95c-73e931306d62};Non;28.9813333333333;28,98;380;346,67;220;28981333,33;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;340;360;340;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
505;1;504;370;;;DCIM/rivrimouski_20250728135329.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;D;1;90;2;8;"{""C""}";{8a3ce5c6-42ad-4a0d-a095-91bef97e9647};Non;2.82;2,82;1880;50,00;30;2820000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;20;30;110;40;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
506;1;505;371;;;DCIM/rivrimouski_20250728135639.jpg;2025/07/28 13:17:09.578;"{""Bc""}";15;D;2;60;30;10;"{""C""}";{e4ebe4c7-2cdb-4a59-8523-09ee60e2efd7};Non;81.12;81,12;1600;390,00;130;81120000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;110;700;500;250;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
507;1;506;372;;;DCIM/rivrimouski_20250728140212.jpg;2025/07/28 13:17:09.578;"{""Bc""}";5;M;2;70;20;10;"{""C""}";{55f78085-e652-4373-bb91-273b6b4fca58};Non;81.30075;81,30;1630;72,50;50;5908750;3040;80;310,00;75392000,00;;;;0;;;;0;;;;0;Juju et Eug;2;L;;;;;80;100;60;50;;;400;170;550;320;110;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
508;1;507;373;;;DCIM/rivrimouski_20250728140543.jpg;2025/07/28 13:17:09.578;"{""Bc""}";2;M;1;70;20;10;"{""C""}";{bf7368e7-2766-4fd7-91da-6c87c24f120c};Non;33.115;33,12;1790;185,00;100;33115000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;140;320;230;50;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;53;;;;8806;cp;2016;5;27000
509;1;508;374;;;DCIM/rivrimouski_20250728142610.jpg;2025/07/28 13:17:09.578;"{""Ch""}";1;M;1;60;20;20;"{""C""}";{854eae91-c90e-42c4-9450-f95cc59e5ab7};Non;12.72;12,72;600;176,67;120;12720000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;210;230;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;54;;;;8806;cp;2016;5;27500
510;1;509;375;;;DCIM/rivrimouski_20250728143458.jpg;2025/07/28 13:17:09.578;"{""Ch""}";2;M;2;50;40;10;"{""RD""}";{d41a9dc3-2981-4903-8f0e-34ce584fee8d};Non;50.6688;50,67;3480;112,00;130;50668800;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;20;170;30;240;100;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;54;;;;8806;cp;2016;5;27500
511;1;510;376;;;DCIM/rivrimouski_20250728144238.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;D;2;50;40;10;"{""RD""}";{16933595-e992-4ec3-8288-6084606f3fb6};Non;159.258;159,26;4180;254,00;150;159258000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;250;500;100;300;120;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;54;;;;8806;cp;2016;5;27500
512;1;511;377;;;DCIM/rivrimouski_20250728144920.jpg;2025/07/28 13:17:09.578;"{""Bc""}";30;D;2;50;40;10;"{""RD""}";{6aa479d0-0375-4172-b23b-cb3351c24cd8};Non;399.228;399,23;3230;824,00;150;399228000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;500;1500;420;1000;700;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;55;;;;8806;cp;2016;5;28000
513;1;512;378;;;DCIM/rivrimouski_20250728150647.jpg;2025/07/28 13:17:09.578;"{""Ch""}";10;M;2;50;40;10;"{""RD""}";{fa5c1eed-cbd5-445f-819f-6b40672ff021};Non;1191.4;1191,40;3220;1850,00;200;1191400000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;600;600;800;1000;8000;100;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;56;;;;8806;cp;2016;5;28500
514;1;513;379;;;DCIM/rivrimouski_20250728151148.jpg;2025/07/28 13:17:09.578;"{""Ch""}";2;D;2;85;5;10;"{""RD""}";{1a1e57f2-82f4-4198-92d3-6fe4831d9138};Non;29.4;29,40;1600;122,50;150;29400000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;120;110;90;170;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;56;;;;8806;cp;2016;5;28500
515;1;514;380;;;DCIM/rivrimouski_20250729100244.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;D;3;60;20;20;"{""RD""}";{f6a3bcc8-5535-43bd-9ece-3aa2d0689d9f};Non;46.342;46,34;470;580,00;170;46342000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;340;600;800;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;9;;;;8806;cp;2016;5;5000
516;1;515;381;;;DCIM/rivrimouski_20250729100501.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;D;1;30;70;;"{""RD""}";{de4641bf-980f-4b04-8409-feb6f8d31235};Non;1.694;1,69;770;110,00;20;1694000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;160;120;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;9;;;;8806;cp;2016;5;5000
517;1;516;382;;;DCIM/rivrimouski_20250729100944.jpg;2025/07/28 13:17:09.578;"{""Ch""}";;D;1;70;20;10;"{""RD""}";{ebcf7af1-7485-4dab-9175-4d0cae20f643};Non;2.576;2,58;840;76,67;40;2576000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;50;130;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;9;;;;8806;cp;2016;5;5000
518;1;517;383;;;DCIM/rivrimouski_20250729101048.jpg;2025/07/28 13:17:09.578;"{""Ch""}";;D;1;50;50;;"{""RD""}";{4fb2034e-62f8-4756-b442-2718c77300b3};Non;0.272;0,27;340;40,00;20;272000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;20;40;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;9;;;;8806;cp;2016;5;5000
519;1;518;384;;;DCIM/rivrimouski_20250729101408.jpg;2025/07/28 13:17:09.578;"{""Ch""}";1;D;2;30;35;35;"{""RD""}";{0b106807-41a1-4653-9c17-dbf23aa87e07};Non;0.0464;0,05;8;193,33;30;46400;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;130;250;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;9;;;;8806;cp;2016;5;5000
520;1;519;385;;;DCIM/rivrimouski_20250729101429.jpg;2025/07/28 13:17:09.578;"{""Ch""}";1;D;2;25;35;40;"{""RD""}";{f1b527a8-7618-4ebb-ac19-189f6779f357};Non;2.82666666666667;2,83;400;176,67;40;2826666,667;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;370;50;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;9;;;;8806;cp;2016;5;5000
521;1;520;386;;;DCIM/rivrimouski_20250729101735.jpg;2025/07/28 13:17:09.578;"{""Ch""}";1;D;1;40;40;20;"{""RD""}";{5b6725c9-5360-4608-ba48-962eed501406};Non;3.276;3,28;630;130,00;40;3276000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;160;100;130;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;9;;;;8806;cp;2016;5;5000
522;1;521;387;;;DCIM/rivrimouski_20250729102327.jpg;2025/07/28 13:17:09.578;"{""Ch""}";3;D;1;10;80;10;"{""RD""}";{03f4f2cd-4033-4fa8-959e-96e217279c99};Non;8.66666666666667;8,67;1000;216,67;40;8666666,667;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;140;350;160;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;10;;;;8806;cp;2016;5;5500
523;1;522;388;;;DCIM/rivrimouski_20250729102624.jpg;2025/07/28 13:17:09.578;"{""Ch""}";3;D;1;;90;10;"{""RD""}";{6d82d851-4968-4c0f-a88d-8418b5b7fc89};Non;3.08;3,08;700;110,00;40;3080000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;;;;;;;120;40;170;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;10;;;;8806;cp;2016;5;5500
524;1;523;389;;;DCIM/rivrimouski_20250729102853.jpg;2025/07/28 13:17:09.578;"{""Ch""}";1;M;1;90;5;5;"{""RD""}";{679bd58d-4341-4796-835a-35b7e2fc8bf5};Non;4.4055;4,41;2670;55,00;30;4405500;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;40;60;30;90;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;10;;;;8806;cp;2016;5;5500
525;1;524;390;;;DCIM/rivrimouski_20250729103317.jpg;2025/07/28 13:17:09.578;"{""Ch""}";3;M;1;50;40;10;"{""RD""}";{e480243a-6399-4431-8ea0-a61b8319b401};Non;12.495;12,50;1700;105,00;70;12495000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;70;120;180;50;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;10;;;;8806;cp;2016;5;5500
526;1;525;391;;;DCIM/rivrimouski_20250729103706.jpg;2025/07/28 13:17:09.578;"{""Ch""}";10;M;1;60;20;20;"{""RD""}";{16098f10-5be9-4374-9221-57d830f80e56};Non;129.25;129,25;2500;235,00;220;129250000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;20;270;460;190;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;10;;;;8806;cp;2016;5;5500
527;1;526;392;;;DCIM/rivrimouski_20250729104203.jpg;2025/07/28 13:17:09.578;"{""Bc""}";;D;2;60;20;20;"{""RD""}";{5e6a1568-d6c0-466a-b8b9-57bbe64fa362};Non;431.97;431,97;2310;1100,00;170;431970000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;1000;1200;900;1300;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;11;;;;8806;cp;2016;5;6000
528;1;527;393;;;DCIM/rivrimouski_20250729104753.jpg;2025/07/28 13:17:09.578;"{""Ch""}";2;D;1;40;40;20;"{""RD""}";{ccc052b4-fcca-4105-86e5-c12b5292da5d};Non;14.758;14,76;3140;94,00;50;14758000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;70;170;80;40;110;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;11;;;;8806;cp;2016;5;6000
529;1;528;394;;;DCIM/rivrimouski_20250729105557.jpg;2025/07/28 13:17:09.578;"{""Ch""}";5;M;2;50;30;20;"{""RD""}";{5fddb462-ae83-447e-8541-0a9be2dcebc6};Non;28.6;28,60;1000;220,00;130;28600000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;300;260;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;12;;;;8806;cp;2016;5;6500
530;1;529;395;;;DCIM/rivrimouski_20250729105958.jpg;2025/07/28 13:17:09.578;"{""Ch""}";15;D;3;70;15;15;"{""RD""}";{d8132418-4a1a-4b9b-b4c7-7ad7f7c8be12};Non;9227.08333333333;9227,08;21500;1716,67;250;9227083333;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;600;700;1000;2500;4000;1500;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;12;;;;8806;cp;2016;5;6500
531;1;530;396;;;DCIM/rivrimouski_20250729110839.jpg;2025/07/28 13:17:09.578;"{""Ch""}";3;D;1;80;10;10;"{""RD""}";{dc06d78d-1e69-4d31-86d3-4c7c81c44860};Non;7.488;7,49;3900;48,00;40;7488000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;30;20;30;60;100;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;13;;;;8806;cp;2016;5;7000
532;1;531;397;;;DCIM/rivrimouski_20250729111140.jpg;2025/07/28 13:17:09.578;"{""Ch""}";2;D;1;60;20;20;"{""RD""}";{0511806b-98e6-4c06-becb-d5032fd22aa7};Non;3.78;3,78;630;100,00;60;3780000;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;30;160;110;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;13;;;;8806;cp;2016;5;7000
533;1;532;398;;;DCIM/rivrimouski_20250729111625.jpg;2025/07/28 13:17:09.578;"{""Ch""}";1;D;1;30;70;;"{""RD""}";{ef8b8c3b-2bb6-457d-8fe6-d91e4661cc84};Non;2.93333333333333;2,93;400;183,33;40;2933333,333;;;;0,00;;;;0;;;;0;;;;0;Juju et Eug;1;Simple;;;;;100;250;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;Bois_2025_2;Bois_2025_2.shp;;13;;;;8806;cp;2016;5;7000
